HBI,Hanesbrands Inc,reports,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Winston-Salem, North Carolina",3/20/2015,9/22/2008,,,
HOG,Harley-Davidson,reports,Consumer Discretionary,Motorcycle Manufacturers,"Milwaukee, Wisconsin",3/2/2017,5/31/1985,1903,,
HRS,Harris Corporation,reports,Information Technology,Communications Equipment,"Melbourne, Florida",9/22/2008,9/30/1984,,,
HIG,Hartford Financial Svc.Gp.,reports,Financials,Property & Casualty Insurance,"Hartford, Connecticut",3/2/2017,1/27/2015,,,
HAS,Hasbro Inc.,reports,Consumer Discretionary,Leisure Products,"Pawtucket, Rhode Island",9/30/1984,3/31/2008,,,
HCA,HCA Holdings,reports,Health Care,Health Care Facilities,"Nashville, Tennessee",1/27/2015,3/1/2010,,,
HCP,HCP Inc.,reports,Real Estate,Health Care REITs,"Long Beach, California",3/31/2008,3/17/2015,,,
HP,Helmerich & Payne,reports,Energy,Oil & Gas Drilling,"Tulsa, Oklahoma[7]",3/1/2010,3/9/1990,,,
HSIC,Henry Schein,reports,Health Care,Health Care Distributors,"Melville, New York",3/17/2015,5/31/1984,,,
HSY,The Hershey Company,reports,Consumer Staples,Packaged Foods & Meats,"Hershey, Pennsylvania",3/2/2017,11/2/2015,1894,,
HES,Hess Corporation,reports,Energy,Integrated Oil & Gas,"New York, New York",5/31/1984,6/19/2017,,,
HPE,Hewlett Packard Enterprise,reports,Information Technology,"Technology Hardware, Storage & Peripherals","Palo Alto, California",11/2/2015,6/18/2018,,,
HLT,Hilton Worldwide Holdings Inc,reports,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Tysons Corner, Virginia",6/19/2017,3/30/2016,,,
HFC,HollyFrontier Corp,reports,Energy,Oil & Gas Refining & Marketing,"Dallas, Texas",6/18/2018,3/31/1988,1947,,
HOLX,Hologic,reports,Health Care,Health Care Equipment,"Marlborough, Massachusetts",3/30/2016,3/31/1964,,,
HD,Home Depot,reports,Consumer Discretionary,Home Improvement Retail,"Atlanta, Georgia",3/31/1988,3/4/2009,,,
HON,Honeywell Int'l Inc.,reports,Industrials,Industrial Conglomerates,"Morristown, New Jersey",3/31/1964,3/20/2007,1906,,
HRL,Hormel Foods Corp.,reports,Consumer Staples,Packaged Foods & Meats,"Austin, Minnesota",3/4/2009,12/31/1974,,,
HST,Host Hotels & Resorts,reports,Real Estate,Hotel & Resort REITs,"Bethesda, Maryland",3/20/2007,,,,
HPQ,HP Inc.,reports,Information Technology,"Technology Hardware, Storage & Peripherals","Palo Alto, California",12/31/1974,,1939 (2015),,
HUM,Humana Inc.,reports,Health Care,Managed Health Care,"Louisville, Kentucky",3/2/2017,1/3/2018,1961,,
HBAN,Huntington Bancshares,reports,Financials,Regional Banks,"Columbus, Ohio",3/2/2017,1/5/2017,1866,,
HII,Huntington Ingalls Industries,reports,Industrials,Aerospace & Defense,"Newport News, Virginia",1/3/2018,6/2/2017,,,
IDXX,IDEXX Laboratories,reports,Health Care,Health Care Equipment,"Westbrook, Maine",1/5/2017,2/28/1986,,,
INFO,IHS Markit Ltd.,reports,Industrials,Research & Consulting Services,"London, United Kingdom",6/2/2017,11/19/2015,,,
ITW,Illinois Tool Works,reports,Industrials,Industrial Machinery,"Glenview, Illinois",2/28/1986,11/17/2010,,,
ILMN,Illumina Inc,reports,Health Care,Life Sciences Tools & Services,"San Diego, California",11/19/2015,12/31/1976,,,
IR,Ingersoll-Rand PLC,reports,Industrials,Industrial Machinery,"Dublin, Ireland",11/17/2010,9/26/2007,,,
INTC,Intel Corp.,reports,Information Technology,Semiconductors,"Santa Clara, California",12/31/1976,,,,
ICE,Intercontinental Exchange,reports,Financials,Financial Exchanges & Data,"Atlanta, Georgia",9/26/2007,2/28/2017,,,
IBM,International Business Machines,reports,Information Technology,IT Consulting & Other Services,"Armonk, New York",3/2/2017,,1911,,
INCY,Incyte,reports,Health Care,Biotechnology,"Wilmington, Delaware",2/28/2017,10/1/1992,,,
IP,International Paper,reports,Materials,Paper Packaging,"Memphis, Tennessee",3/2/2017,3/31/1976,1898,,
IPG,Interpublic Group,reports,Consumer Discretionary,Advertising,"New York, New York",10/1/1992,12/5/2000,,,
IFF,Intl Flavors & Fragrances,reports,Materials,Specialty Chemicals,"New York, New York",3/31/1976,6/2/2008,,,
INTU,Intuit Inc.,reports,Information Technology,Internet Software & Services,"Mountain View, California",12/5/2000,8/21/2008,,,
ISRG,Intuitive Surgical Inc.,reports,Health Care,Health Care Equipment,"Sunnyvale, California",6/2/2008,3/7/2018,,,
IVZ,Invesco Ltd.,reports,Financials,Asset Management & Custody Banks,"Atlanta, Georgia",8/21/2008,8/29/2017,,,
IPGP,IPG Photonics Corp.,reports,Information Technology,Electronic Manufacturing Services,"Oxford, Massachusetts",3/7/2018,1/6/2009,,,
IQV,IQVIA Holdings Inc.,reports,Health Care,Life Sciences Tools & Service,"Durham, North Carolina",8/29/2017,10/26/2007,,,
IRM,Iron Mountain Incorporated,reports,Real Estate,Specialized REITs,"Boston, Massachusetts",1/6/2009,7/1/2015,,,
JEC,Jacobs Engineering Group,reports,Industrials,Construction & Engineering,"Pasadena, California",10/26/2007,8/27/2007,,,
JBHT,J. B. Hunt Transport Services,reports,Industrials,Trucking,"Lowell, Arkansas",7/1/2015,11/6/2008,,,
JEF,Jefferies Financial Group,reports,Financials,Multi-Sector Holdings,"New York, New York",8/27/2007,6/30/1973,,,
SJM,JM Smucker,reports,Consumer Staples,Packaged Foods & Meats,"Orrville, Ohio",11/6/2008,8/27/2010,,,
JNJ,Johnson & Johnson,reports,Health Care,Health Care Equipment,"New Brunswick, New Jersey",6/30/1973,6/30/1975,1886,,
JCI,Johnson Controls International,reports,Industrials,Building Products,"Cork, Ireland",8/27/2010,,,,
JPM,JPMorgan Chase & Co.,reports,Financials,Diversified Banks,"New York, New York",6/30/1975,5/24/2013,,,
JNPR,Juniper Networks,reports,Information Technology,Communications Equipment,"Sunnyvale, California",3/2/2017,,1996,,
KSU,Kansas City Southern,reports,Industrials,Railroads,"Kansas City, Missouri",5/24/2013,3/1/1994,,,
K,Kellogg Co.,reports,Consumer Staples,Packaged Foods & Meats,"Battle Creek, Michigan",3/2/2017,,1906,,
KEY,KeyCorp,reports,Financials,Regional Banks,"Cleveland, Ohio",3/1/1994,4/4/2006,,,
KMB,Kimberly-Clark,reports,Consumer Staples,Household Products,"Irving, Texas",3/2/2017,5/25/2012,1872,,
KIM,Kimco Realty,reports,Real Estate,Retail REITs,"New Hyde Park, New York",4/4/2006,,,,
KMI,Kinder Morgan,reports,Energy,Oil & Gas Storage & Transportation,"Houston, Texas",5/25/2012,,,,
KLAC,KLA-Tencor Corp.,reports,Information Technology,Semiconductor Equipment,"Milpitas, California",3/2/2017,7/6/2015,1975/1977 (1997),,
KSS,Kohl's Corp.,reports,Consumer Discretionary,General Merchandise Stores,"Menomonee Falls, Wisconsin",3/2/2017,,1962,,
KHC,Kraft Heinz Co,reports,Consumer Staples,Packaged Foods & Meats,"Pittsburgh, Pennsylvania",7/6/2015,9/30/1983,,,
KR,Kroger Co.,reports,Consumer Staples,Food Retail,"Cincinnati, Ohio",3/2/2017,,1883,,
LB,L Brands Inc.,reports,Consumer Discretionary,Apparel Retail,"Columbus, Ohio",9/30/1983,11/1/2004,,,
LLL,L-3 Communications Holdings,reports,Industrials,Aerospace & Defense,"New York, New York",3/2/2017,6/29/2012,1997,,
LH,Laboratory Corp. of America Holding,reports,Health Care,Health Care Services,"Burlington, North Carolina",11/1/2004,,,,
LRCX,Lam Research,reports,Information Technology,Semiconductor Equipment,"Fremont, California",6/29/2012,10/4/2005,,,
LEG,Leggett & Platt,reports,Consumer Discretionary,Home Furnishings,"Carthage, Missouri",3/2/2017,12/31/1970,1883,,
LEN,Lennar Corp.,reports,Consumer Discretionary,Homebuilding,"Miami, Florida",10/4/2005,6/30/1976,,,
LLY,Lilly (Eli) & Co.,reports,Health Care,Pharmaceuticals,"Indianapolis, Indiana",12/31/1970,5/23/2016,1876,,
LNC,Lincoln National,reports,Financials,Multi-line Insurance,"Radnor, Pennsylvania",6/30/1976,7/31/1984,,,
LKQ,LKQ Corporation,reports,Consumer Discretionary,Distributors,"Chicago, Illinois",5/23/2016,,,,
LMT,Lockheed Martin Corp.,reports,Industrials,Aerospace & Defense,"Bethesda, Maryland",7/31/1984,2/29/1984,,,
L,Loews Corp.,reports,Financials,Multi-line Insurance,"New York, New York",3/2/2017,9/5/2012,,,
LOW,Lowe's Cos.,reports,Consumer Discretionary,Home Improvement Retail,"Mooresville, North Carolina",2/29/1984,,1904/1946/1959,,
LYB,LyondellBasell,reports,Materials,Specialty Chemicals,"Rotterdam, Netherlands",9/5/2012,5/9/2013,,,
MTB,M&T Bank Corp.,reports,Financials,Regional Banks,"Buffalo, New York",3/2/2017,,1856,,
MAC,Macerich,reports,Real Estate,Retail REITs,"Santa Monica, California",5/9/2013,5/1/1991,,,
M,Macy's Inc.,reports,Consumer Discretionary,Department Stores,"Cincinnati, Ohio",3/2/2017,7/1/2011,1929,,
MRO,Marathon Oil Corp.,reports,Energy,Oil & Gas Exploration & Production,"Houston, Texas",5/1/1991,,,,
MPC,Marathon Petroleum,reports,Energy,Oil & Gas Refining & Marketing,"Findlay, Ohio",7/1/2011,8/31/1987,,,
MAR,Marriott Int'l.,reports,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Bethesda, Maryland",3/2/2017,7/2/2014,1927,,
MMC,Marsh & McLennan,reports,Financials,Insurance Brokers,"New York, New York",8/31/1987,6/30/1981,,,
MLM,Martin Marietta Materials,reports,Materials,Construction Materials,"Raleigh, North Carolina",7/2/2014,7/18/2008,,,
MAS,Masco Corp.,reports,Industrials,Building Products,"Taylor, Michigan",6/30/1981,3/31/1982,,,
MA,Mastercard Inc.,reports,Information Technology,Internet Software & Services,"Harrison, New York",7/18/2008,,,,
MAT,Mattel Inc.,reports,Consumer Discretionary,Leisure Products,"El Segundo, California",3/31/1982,6/30/1970,,,
MKC,McCormick & Co.,reports,Consumer Staples,Packaged Foods & Meats,"Sparks, Maryland",3/2/2017,,1889,,
MCD,McDonald's Corp.,reports,Consumer Discretionary,Restaurants,"Chicago, Illinois",6/30/1970,10/31/1986,1940,,
MCK,McKesson Corp.,reports,Health Care,Health Care Distributors,"San Francisco, California",3/2/2017,,1833,,
MDT,Medtronic plc,reports,Health Care,Health Care Equipment,"Dublin, Ireland",10/31/1986,,,,
MRK,Merck & Co.,reports,Health Care,Pharmaceuticals,"Whitehouse Station, New Jersey",3/2/2017,9/6/2016,1891,,
MET,MetLife Inc.,reports,Financials,Life & Health Insurance,"New York, New York",3/2/2017,7/26/2017,1868,,
MTD,Mettler Toledo,reports,Health Care,Life Sciences Tools & Services,"Columbus, Ohio",9/6/2016,11/13/2013,,,
MGM,MGM Resorts International,reports,Consumer Discretionary,Casinos & Gaming,"Paradise, Nevada",7/26/2017,9/7/2007,,,
KORS,Michael Kors Holdings,reports,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York, New York",11/13/2013,9/27/1994,,,
MCHP,Microchip Technology,reports,Information Technology,Semiconductors,"Chandler, Arizona",9/7/2007,6/1/1994,,,
MU,Micron Technology,reports,Information Technology,Semiconductors,"Boise, Idaho",9/27/1994,12/2/2016,,,
MSFT,Microsoft Corp.,reports,Information Technology,Systems Software,"Redmond, Washington",6/1/1994,12/23/2013,,,
MAA,Mid-America Apartments,reports,Real Estate,Residential REITs,"Memphis, Tennessee",12/2/2016,6/30/1976,,,
MHK,Mohawk Industries,reports,Consumer Discretionary,Home Furnishings,"Amsterdam, New York",12/23/2013,10/2/2012,,,
TAP,Molson Coors Brewing Company,reports,Consumer Staples,Brewers,"Denver, Colorado",6/30/1976,6/28/2012,,,
MDLZ,Mondelez International,reports,Consumer Staples,Packaged Foods & Meats,"Northfield, Illinois",10/2/2012,,,,
MNST,Monster Beverage,reports,Consumer Staples,Soft Drinks,"Corona, California",6/28/2012,,,,
MCO,Moody's Corp,reports,Financials,Financial Exchanges & Data,"New York, New York",3/2/2017,9/26/2011,1909,,
MS,Morgan Stanley,reports,Financials,Investment Banking & Brokerage,"New York, New York",3/2/2017,,1935,,
MOS,The Mosaic Company,reports,Materials,Fertilizers & Agricultural Chemicals,"Plymouth, Minnesota",9/26/2011,4/4/2018,,,
MSI,Motorola Solutions Inc.,reports,Information Technology,Communications Equipment,"Schaumburg, Illinois",3/2/2017,4/23/2004,1928 (2011),,
MSCI,MSCI Inc,reports,Financials,Financial Exchanges & Data,"New York, New York",4/4/2018,10/22/2008,,,
MYL,Mylan N.V.,reports,Health Care,Pharmaceuticals,"Amsterdam, Netherlands",4/23/2004,3/14/2005,,,
NDAQ,"Nasdaq, Inc.",reports,Financials,Financial Exchanges & Data,"New York, New York",10/22/2008,3/19/2018,,,
NOV,National Oilwell Varco Inc.,reports,Energy,Oil & Gas Equipment & Services,"Houston, Texas",3/14/2005,6/25/1999,,,
NKTR,Nektar Therapeutics,reports,Health Care,Pharmaceuticals,"San Francisco, California",3/19/2018,12/20/2010,,,
NTAP,NetApp,reports,Information Technology,Internet Software & Services,"Sunnyvale, California",6/25/1999,4/30/1989,,,
NFLX,Netflix Inc.,reports,Information Technology,Internet Software & Services,"Los Gatos, California",12/20/2010,12/20/2010,,,
NWL,Newell Brands,reports,Consumer Discretionary,Housewares & Specialties,"Sandy Springs, Georgia",4/30/1989,6/30/1969,,,
NFX,Newfield Exploration Co,reports,Energy,Oil & Gas Exploration & Production,"Houston, Texas",12/20/2010,8/1/2013,,,
NEM,Newmont Mining Corporation,reports,Materials,Gold,"Denver, Colorado",6/30/1969,9/18/2015,1921,,
NWSA,News Corp. Class A,reports,Consumer Discretionary,Publishing,"New York, New York",8/1/2013,6/30/1976,,,
NWS,News Corp. Class B,reports,Consumer Discretionary,Publishing,"New York, New York",9/18/2015,7/9/2013,,,
NEE,NextEra Energy,reports,Utilities,Multi-Utilities,"Juno Beach, Florida",6/30/1976,11/30/1988,,,
NLSN,Nielsen Holdings,reports,Industrials,Research & Consulting Services,"New York, New York",7/9/2013,,,,
NKE,Nike,reports,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Washington County, Oregon",11/30/1988,10/8/2007,,,
NI,NiSource Inc.,reports,Utilities,Multi-Utilities,"Merrillville, Indiana",3/2/2017,8/31/1986,1912,,
NBL,Noble Energy Inc,reports,Energy,Oil & Gas Exploration & Production,"Houston, Texas",10/8/2007,,,,
JWN,Nordstrom,reports,Consumer Discretionary,Department Stores,"Seattle, Washington",8/31/1986,,,,
NSC,Norfolk Southern Corp.,reports,Industrials,Railroads,"Norfolk, Virginia",3/2/2017,6/30/1985,1881/1894 (1980),,
NTRS,Northern Trust Corp.,reports,Financials,Asset Management & Custody Banks,"Chicago, Illinois",3/2/2017,10/13/2017,1889,,
NOC,Northrop Grumman Corp.,reports,Industrials,Aerospace & Defense,"West Falls Church, Virginia",6/30/1985,1/29/2010,,,
NCLH,Norwegian Cruise Line,reports,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Miami, Florida",10/13/2017,4/30/1985,,,
NRG,NRG Energy,reports,Utilities,Independent Power Producers & Energy Traders,"Princeton, New Jersey",1/29/2010,11/30/2001,,,
NUE,Nucor Corp.,reports,Materials,Steel,"Charlotte, North Carolina",4/30/1985,3/27/2009,,,
NVDA,Nvidia Corporation,reports,Information Technology,Semiconductors,"Santa Clara, California",11/30/2001,12/31/1982,,,
ORLY,O'Reilly Automotive,reports,Consumer Discretionary,Specialty Stores,"Springfield, Missouri",3/27/2009,,,,
OXY,Occidental Petroleum,reports,Energy,Oil & Gas Exploration & Production,"Los Angeles, California",12/31/1982,3/15/2010,,,
OMC,Omnicom Group,reports,Consumer Discretionary,Advertising,"New York, New York",3/2/2017,8/31/1989,1986,,
OKE,ONEOK,reports,Energy,Oil & Gas Storage & Transportation,"Tulsa, Oklahoma",3/15/2010,12/31/1980,,,
ORCL,Oracle Corp.,reports,Information Technology,Application Software,"Redwood Shores, California",8/31/1989,7/26/2017,,,
PCAR,PACCAR Inc.,reports,Industrials,Construction Machinery & Heavy Trucks,"Bellevue, Washington",12/31/1980,11/30/1985,,,
PKG,Packaging Corporation of America,reports,Materials,Paper Packaging,"Lake Forest, Illinois",7/26/2017,,,,
PH,Parker-Hannifin,reports,Industrials,Industrial Machinery,"Cleveland, Ohio",11/30/1985,7/20/2015,,,
PAYX,Paychex Inc.,reports,Information Technology,Internet Software & Services,"Penfield, New York",3/2/2017,10/1/2012,1971,,
PYPL,PayPal,reports,Information Technology,Data Processing & Outsourced Services,"San Jose, California",7/20/2015,11/13/2008,,,
PNR,Pentair plc,reports,Industrials,Industrial Machinery,"Worsley, UK",10/1/2012,,,,
PBCT,People's United Financial,reports,Financials,Thrifts & Mortgage Finance,"Bridgeport, Connecticut",11/13/2008,5/31/1985,,,
PEP,PepsiCo Inc.,reports,Consumer Staples,Soft Drinks,"Purchase, New York",3/2/2017,12/19/2011,1898,,
PKI,PerkinElmer,reports,Health Care,Health Care Equipment,"Waltham, Massachusetts",5/31/1985,,,,
PRGO,Perrigo,reports,Health Care,Pharmaceuticals,"Dublin, Ireland",12/19/2011,,,,
PFE,Pfizer Inc.,reports,Health Care,Pharmaceuticals,"New York, New York",3/2/2017,3/31/2008,1849,,
PCG,PG&E Corp.,reports,Utilities,Multi-Utilities,"San Francisco, California",3/2/2017,5/1/2012,1905,,
PM,Philip Morris International,reports,Consumer Staples,Tobacco,"New York, New York",3/31/2008,,,,
PSX,Phillips 66,reports,Energy,Oil & Gas Refining & Marketing,"Houston, Texas",5/1/2012,9/24/2008,,,
PNW,Pinnacle West Capital,reports,Utilities,Multi-Utilities,"Phoenix, Arizona",3/2/2017,4/30/1988,1985,,
PXD,Pioneer Natural Resources,reports,Energy,Oil & Gas Exploration & Production,"Irving, Texas",9/24/2008,2/2/2007,,,
PNC,PNC Financial Services,reports,Financials,Regional Banks,"Pittsburgh, Pennsylvania",4/30/1988,,,,
RL,Polo Ralph Lauren Corp.,reports,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York, New York",2/2/2007,,,,
PPG,PPG Industries,reports,Materials,Specialty Chemicals,"Pittsburgh, Pennsylvania",3/2/2017,7/1/1992,1883,,
PPL,PPL Corp.,reports,Utilities,Electric Utilities,"Allentown, Pennsylvania",3/2/2017,7/22/2002,,,
PX,Praxair Inc.,reports,Materials,Industrial Gases,"Danbury, Connecticut",7/1/1992,,,,
PFG,Principal Financial Group,reports,Financials,Life & Health Insurance,"Des Moines, Iowa",7/22/2002,8/4/1997,,,
PG,Procter & Gamble,reports,Consumer Staples,Personal Products,"Cincinnati, Ohio",3/2/2017,7/17/2003,1837,,
PGR,Progressive Corp.,reports,Financials,Property & Casualty Insurance,"Mayfield Village, Ohio",8/4/1997,7/22/2002,,,
PLD,Prologis,reports,Real Estate,Industrial REITs,"San Francisco, California",7/17/2003,,,,
PRU,Prudential Financial,reports,Financials,Life & Health Insurance,"Newark, New Jersey",7/22/2002,8/19/2005,,,
PEG,Public Serv. Enterprise Inc.,reports,Utilities,Electric Utilities,"Newark, New Jersey",3/2/2017,4/30/1984,,,
PSA,Public Storage,reports,Real Estate,Specialized REITs,"Glendale, California",8/19/2005,2/15/2013,,,
PHM,Pulte Homes Inc.,reports,Consumer Discretionary,Homebuilding,"Atlanta, Georgia",4/30/1984,6/11/2015,,,
PVH,PVH Corp.,reports,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York, New York",2/15/2013,7/1/2009,,,
QRVO,Qorvo,reports,Information Technology,Semiconductors,"Greensboro, North Carolina",6/11/2015,,,,
PWR,Quanta Services Inc.,reports,Industrials,Construction & Engineering,"Houston, Texas",7/1/2009,12/12/2002,,,
QCOM,QUALCOMM Inc.,reports,Information Technology,Semiconductors,"San Diego, California",3/2/2017,3/20/2017,1985,,
DGX,Quest Diagnostics,reports,Health Care,Health Care Services,"Madison, New Jersey",12/12/2002,,,,
RJF,Raymond James Financial Inc.,reports,Financials,Investment Banking & Brokerage,"St. Petersburg, Florida",3/20/2017,4/7/2015,,,
RTN,Raytheon Co.,reports,Industrials,Aerospace & Defense,"Waltham, Massachusetts",3/2/2017,7/27/2009,1922,,
O,Realty Income Corporation,reports,Real Estate,Retail REITs,"San Diego, California",4/7/2015,3/2/2017,,,
RHT,Red Hat Inc.,reports,Information Technology,Systems Software,"Raleigh, North Carolina",7/27/2009,5/1/2013,,,
REG,Regency Centers Corporation,reports,Real Estate,Retail REITs,"Jacksonville, Florida",3/2/2017,8/28/1998,,,
REGN,Regeneron,reports,Health Care,Biotechnology,"Tarrytown, New York",5/1/2013,12/5/2008,,,
RF,Regions Financial Corp.,reports,Financials,Regional Banks,"Birmingham, Alabama",8/28/1998,7/26/2017,,,
RSG,Republic Services Inc,reports,Industrials,Environmental & Facilities Services,"Phoenix, Arizona",12/5/2008,12/5/2000,,,
RMD,ResMed,reports,Health Care,Health Care Equipment,"San Diego, California",7/26/2017,,,,
RHI,Robert Half International,reports,Industrials,Human Resource & Employment Services,"Menlo Park, California",12/5/2000,7/2/2001,,,
ROK,Rockwell Automation Inc.,reports,Industrials,Electrical Components & Equipment,"Milwaukee, Wisconsin",3/2/2017,12/23/2009,,,
COL,Rockwell Collins,reports,Industrials,Aerospace & Defense,"Cedar Rapids, Iowa",7/2/2001,12/21/2009,,,
ROP,Roper Technologies,reports,Industrials,Industrial Conglomerates,"Sarasota, Florida",12/23/2009,12/5/2014,,,
ROST,Ross Stores,reports,Consumer Discretionary,Apparel Retail,"Pleasanton, California",12/21/2009,9/15/2008,,,
RCL,Royal Caribbean Cruises Ltd,reports,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Miami, Florida",12/5/2014,9/1/2017,,,
CRM,Salesforce.com,reports,Information Technology,Internet Software & Services,"San Francisco, California",9/15/2008,1/2/2009,,,
SBAC,SBA Communications,reports,Real Estate,Specialized REITs,"Boca Raton, Florida",9/1/2017,3/31/1965,,,
SCG,SCANA Corp,reports,Utilities,Multi-Utilities,"Cayce, South Carolina",1/2/2009,7/2/2012,,,
SLB,Schlumberger Ltd.,reports,Energy,Oil & Gas Equipment & Services,"Curaçao, Kingdom of the Netherlands",3/31/1965,,1926,,
STX,Seagate Technology,reports,Information Technology,"Technology Hardware, Storage & Peripherals","Dublin, Ireland",7/2/2012,,,,
SEE,Sealed Air,reports,Materials,Paper Packaging,"Elmwood Park, New Jersey",4/3/1998,6/30/1964,,,
SRE,Sempra Energy,reports,Utilities,Multi-Utilities,"San Diego, California",1/13/1978,6/26/2002,,,
SHW,Sherwin-Williams,reports,Materials,Specialty Chemicals,"Cleveland, Ohio",6/30/1964,3/12/2015,1866,,
SPG,Simon Property Group Inc,reports,Real Estate,Retail REITs,"Indianapolis, Indiana",6/26/2002,3/20/2015,,,
SWKS,Skyworks Solutions,reports,Information Technology,Semiconductors,"Woburn, Massachusetts",3/12/2015,9/30/1982,,,
SLG,SL Green Realty,reports,Real Estate,Office REITs,"New York, New York",3/20/2015,,,,
SNA,Snap-On Inc.,reports,Consumer Discretionary,Household Appliances,"Kenosha, Wisconsin",9/30/1982,7/1/1994,,,
SO,Southern Co.,reports,Utilities,Electric Utilities,"Atlanta, Georgia",1/13/1978,,,,
LUV,Southwest Airlines,reports,Industrials,Airlines,"Dallas, Texas",7/1/1994,9/30/1982,,,
SPGI,"S&P Global, Inc.",reports,Financials,Financial Exchanges & Data,"New York, New York",1/13/1978,,,,
SWK,Stanley Black & Decker,reports,Consumer Discretionary,Household Appliances,"New Britain, Connecticut",9/30/1982,,,,
SBUX,Starbucks Corp.,reports,Consumer Discretionary,Restaurants,"Seattle, Washington",7/1/1994,11/19/2008,1971,,
STT,State Street Corp.,reports,Financials,Asset Management & Custody Banks,"Boston, Massachusetts",3/16/2017,12/12/2000,,,
SRCL,Stericycle Inc,reports,Industrials,Environmental & Facilities Services,"Lake Forest, Illinois",11/19/2008,5/31/1988,,,
SYK,Stryker Corp.,reports,Health Care,Health Care Equipment,"Kalamazoo, Michigan",12/12/2000,3/19/2018,,,
STI,SunTrust Banks,reports,Financials,Regional Banks,"Atlanta, Georgia",5/31/1988,3/25/2003,,,
SIVB,SVB Financial,reports,Financials,Regional Banks,"Santa Clara, California",3/19/2018,11/18/2015,,,
SYMC,Symantec Corp.,reports,Information Technology,Application Software,"Mountain View, California",3/25/2003,3/16/2017,,,
SYF,Synchrony Financial,reports,Financials,Consumer Finance,"Stamford, Connecticut",11/18/2015,12/31/1986,,,
SNPS,Synopsys Inc.,reports,Information Technology,Application Software,"Mountain View, California",3/16/2017,,,,
SYY,Sysco Corp.,reports,Consumer Staples,Food Distributors,"Houston, Texas",12/31/1986,3/19/2018,,,
TROW,T. Rowe Price Group,reports,Financials,Asset Management & Custody Banks,"Baltimore, Maryland",8/11/1986,,1937,,
TTWO,Take-Two Interactive,reports,Information Technology,Home Entertainment Software,"New York, New York",3/19/2018,12/31/1976,,,
TPR,"Tapestry, Inc.",reports,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York, New York",11/10/2017,10/17/2011,2017,,
TGT,Target Corp.,reports,Consumer Discretionary,General Merchandise Stores,"Minneapolis, Minnesota",12/31/1976,6/5/2009,,,
TEL,TE Connectivity Ltd.,reports,Information Technology,Electronic Manufacturing Services,"Schaffhausen, Switzerland",10/17/2011,,,,
FTI,TechnipFMC,reports,Energy,Oil & Gas Equipment & Services,"London, United Kingdom",6/5/2009,12/31/1978,,,
TXN,Texas Instruments,reports,Information Technology,Semiconductors,"Dallas, Texas",1/13/1978,,1930,,
TXT,Textron Inc.,reports,Industrials,Aerospace & Defense,"Providence, Rhode Island",12/31/1978,6/21/2000,,,
TMO,Thermo Fisher Scientific,reports,Health Care,Health Care Equipment,"Waltham, Massachusetts",1/13/1978,6/7/2018,2006,,
TIF,Tiffany & Co.,reports,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York, New York",6/21/2000,9/30/1985,,,
TWTR,"Twitter, Inc.",reports,Information Technology,Internet Software & Services,"San Francisco, California",6/7/2018,4/30/1989,2006,,
TJX,TJX Companies Inc.,reports,Consumer Discretionary,Apparel Retail,"Framingham, Massachusetts",9/30/1985,1/2/2008,,,
TMK,Torchmark Corp.,reports,Financials,Life & Health Insurance,"McKinney, Texas",4/30/1989,1/24/2014,,,
TSS,Total System Services,reports,Information Technology,Internet Software & Services,"Columbus, Georgia",1/2/2008,6/3/2016,,,
TSCO,Tractor Supply Company,reports,Consumer Discretionary,Specialty Stores,"Brentwood, Tennessee",1/24/2014,8/21/2002,,,
TDG,TransDigm Group,reports,Industrials,Aerospace & Defense,"Cleveland, Ohio",6/3/2016,12/21/2011,,,
TRV,The Travelers Companies Inc.,reports,Financials,Property & Casualty Insurance,"New York, New York",8/21/2002,7/1/2013,,,
TRIP,TripAdvisor,reports,Consumer Discretionary,Internet & Direct Marketing Retail,"Newton, Massachusetts",12/21/2011,9/18/2015,,,
FOXA,Twenty-First Century Fox Class A,reports,Consumer Discretionary,Publishing,"New York, New York",7/1/2013,,,,
FOX,Twenty-First Century Fox Class B,reports,Consumer Discretionary,Publishing,"New York, New York",9/18/2015,3/7/2016,,,
TSN,Tyson Foods,reports,Consumer Staples,Packaged Foods & Meats,"Springdale, Arkansas",1/13/1978,4/18/2016,,,
UDR,UDR Inc,reports,Real Estate,Residential REITs,"Highlands Ranch, Colorado",3/7/2016,,,,
ULTA,Ulta Beauty,reports,Consumer Discretionary,Specialty Stores,"Bolingbrook, Illinois",4/18/2016,3/25/2016,,,
USB,U.S. Bancorp,reports,Financials,Diversified Banks,"Minneapolis, Minnesota",1/13/1978,5/1/2014,1968,,
